tweet_content,label
nunca miro fulbo pero aca estoy hermanas Siempre envuelta en la patria url,0
@user Prioridades 🤡 aaa pero ahora a remarla en dulce de leche jajajaja,0
Estoy enojada porque ya no tengo Spotify premium y quiero escuchar una rola en específico pero no puedo. 😾,0
"Yo: Sí, mi color favorito es el rojo
También yo: *la gran mayoría de cosas que tengo y me gustan son verdes*",0
"⚠️Ercilla, sector Chamichaco 

Barricadas y disparos en el lugar,  habrían dos camiones con impactos balísticos.

Preliminar en desarrollo url",0
@user tu también y no olvides que te amo,1
"Morant promete ""dejarse la piel"" por la ciencia y la innovación tras ser elegida ministra
url",0
@user @user Tantas demostraciones de odio contra su propia patria.,0
"Este vídeo no tiene desperdicio, por un lado tenemos al vmin simplemente siendo el vmin y por el otro a Jk sentado como los 97liners socializando delante de sus miembros haciendo el capullo jajajaja

Es que ojalá poder saber que pasaba ñor la mente de Jk   url",0
Que enculada estas tóxica. Ni aunque fueras la ultima mujer en el mundo. Después salís llorando y quejándote de las ahuevadas que te pego.,0
te banco mucho Ney,0
"Domingo, todos los días son bellos días... url",0
"Este podría ser el principio del fin, aunque fuese un intento de desatar una inmigración de balseros.",1
"🔴 ÚLTIMA HORA | Italia es campeona de Europa 

euro2020

url url",0
@user @user @user Señora. A Arabella le haciéndonos la cuenta. Ya hizo la denuncia,0
"Voy a hacer un hilo con lo que pasó entre ayer y hoy al que voy a titular ""MI PAIS""
Empezando por la mascota que era argentina y se metió al vestuario a festejar url",0
@user Sisi no sé dónde vivirá pero no podía ir a Canadá y por eso tuvieron que inventar lo de la videollamada. Lo que fue innecesario fue el giro final (de todos los personas) jaja,1
Quiero ser amigo de @user y que me pase toda la memoria de la cámara,0
La nueva clase social que el estupidismo generalizado ha creado y dejado o permitido crecer en base a riqueza que no sería reproducible si estuviesemos en un país normal porque no tendrian manera de sustentar sin fiscalizacion el origen del dinero.,0
wtf se borró la historia d ig ke-,0
@user Los tres minutos anda a chequearlo sabes donde no,0
"Empieza a andar el Gobierno de la Recuperación. Un Gobierno de mujeres y hombres jóvenes de valía extraordinaria para superar por completo la peor calamidad en décadas y aprovechar una oportunidad única de poner en pie una España social, verde, digital y feminista; un país mejor. url",0
"El pueblo ya no aguanta más,todos para la calle que es momento de que escuchen a los sufridos han sido 62 años pasando miseria y necesidad, hasta cuando Cuba 🇨🇺libertad patria y vida 😭",1
@user Yo prefiero Inglaterra que los italianos cuando vienen a la Costa Brava nos joden a nuestras lazis esteladas,0
"la foto de lda hidalgo mexico 😱😓😡

¡Y así los pecios del gas en este mes!

“Ya no se puede estirar el gasto. No alcanza”, refieren en hogares. url",0
"@user Calla que estamos ya en Cuenca esto es infierno seco INFIERNO, nos toca nuestra cara de la moneda 😂

Si tiaa espero que sea pronto, o teneros a vosotros en freetown!💞💞 jajaja",0
Invitando al colega a comer.... url,0
"Muestran imágenes de hombres reducidos en el piso, rostros golpeados y mirada de saquenme de aquí; las difunden insistentemente lanzando conjeturas como dulces en Halloween pero ocultan a toda costa al dueño del negocio, como en el caso Odebrecht, como si todo saliera de la nada.",0
@user Y aún así se les sigue vanagloriando desde otros deportes. Es como si el fútbol estuviera por encima de todo. Ayer la pareja argentina que ganó al Pádel en Valencia lo celebró diciendo arriba Messi. ¿En qué momento ganas y desmereces tu deporte alabando a otro? No lo entendí,0
"Este día se celebra con el objetivo de crear conciencia sobre las problemáticas que en la actualidad afectan a la población del 🌍, sobre todo en asuntos de crecimiento y desarrollo de los pueblos da mundial de la po blac in 👥 url",0
Creo que soy un poco raro pero cuando un jugador falla un penalti decisivo solamente pienso en como de mal se tiene que sentir y la de hate que tiene que recibir y me da muchísima pena,0
"🟡 SORTEO INTERNACIONAL VERANO JARAMAFAN 🟡

🅰️McLaren SERGIO PÉREZ - año 2013.
🅱️GORRA FERNANDO ALONSO - año 2007.

Requisitos: 
🔸RT a este tweet + follow.
🔸Suscribirse en YT: url

SORTEO EN DIRECTO durante el GP de Gran Bretaña en nuestro canal de YouTube. url",0
Quedate con quien te abrace como Messi a la Copa America url,0
"EL ANTI-MESSI LLORA, EL MUNDO SONRIE

GRACIAS PULGA POR ESTO url",0
ig del minito de la cara pintada,0
"@user Relativizan los DDHH, son igual de pencas que la derecha pinochetista. Miserables. No les importa un caraja el pueblo cubano y su sufrimiento.",0
muy obvio mejor no lo twiteo,0
"Hétero Rubio de piernas gruesas 👱‍♂️ 
TODO COMENZÓ CON UN MASAJE, y terminó con el miembro duro 🍆🔥  

PARTE 1 url",0
"🇨🇺 Multitudinarias movilizaciones en cuba gritan libertad! libertad! no tenemos miedo! Todo nuestro apoyo desde colombia para que cese el horror de hambre, pandemia, reprensión y miseria de la dictadura socialista de los Castro. so scuba url",0
"El tipo no durmió en toda la noche, llegó cansado y para disfrutar de su familia después de 45 días. Pero los fanáticos fueron a ovacionarlo a la puerta de la casa y salió a sacarse fotos. ¡SIMPLEMENTE LEO! url",0
Finde Maradoneano. Hermoso 🇦🇷🇮🇹,0
Chocolatinas para psicólogos ‘PiaJet’.,0
"Argentina salió campeona, vos cuando salis conmigo bb?",0
"TREMENDO LO QUE ESTA PASANDO EN CUBA: La gente en la calle gritando ""no tenemos miedo"", mientras que les cortaron internet para que no lleguen estas imágenes al resto del mundo.

NO DEJEN DE COMPARTIR ESTE TWEET.
so scuba
url",1
"@user @user Mejor hay que darle importancia a los debates, propuestas, experiencia y prestigio académico, profesional y político, la salud mental, congruencia y educación del candidato como ser humano. 

Hay muchas cosas que vienen desde la casa y dicen mucho de nosotros. 

Se podía saber.",0
Tu cara cuando salís campeón junto a tu máximo ídolo de la infancia url,0
"Viendo los vídeos de lo que está pasando en Cuba es inédito, hay protestas simultáneas en toda la isla, será?",0
ese dude q había dicho q no podía creer q hay personas q les gusta escuchar instrumental y listo Y qué al respeto,0
"""HERMOSA MAÑANA VERDAD"":
Porque no fue un sueño url",0
"Imagen caricaturesca de un paso fronterizo en República Dominicana, lugar  de grandes contrastes. Quien diría que existe en un país de un crecimiento sostenido durante los últimos 50 años; donde está Punta Cana y Casa de Campo. url",0
"Argentina e Italia Campeones, el Diego esta de fiesta❤",0
@user Borracha un poco si,0
¿Lo sabían? Guantánamo queda en Cuba. En la isla hay aviones con sus localizadores apagados. Los viajes son repentinos... muy repentinos. El que entendió no pregunta.  Faltan 11 días para el plenilunio de julio. TIC-TAC.,1
"Argentina venciendo a Brasil en una final en El Maracaná. Italia derrotando a Inglaterra en una final en Wembley (era napolitano y no simpatizante de La Azzurra, pero todo lo que fuera derrota de los ingleses le servía). Y esto pasó el mismo fin de semana. FUA, EL DIEGO. url",0
GALICIA | Detectados 5 positivos en una residencia de mayores url,0
"Piden salir del uribismo que lleva 20 años gobernando a Colombia, pero apoyan la dictadura cubana que lleva 60 años en el poder.

En fin, la hijueputez.",0
"Cuarta vez del día que me jalo la 🍆, es que a veces no hay 🍑 cerca para dejarle toda la 💦 adentro. 📲 DM si quieres que te la eche, solo contesto DM a los que den RT📲.
🔥 @user 🔥 url",0
"En una Andalucía con los contagios disparados tenemos a un presidente que se va de fiesta a Tarifa sin mascarilla y sin distancia social, luego que le pidan responsabilidad a los andaluces @user url",0
y eso qué tiene que ver con que hwang hyunjin es el idol más famoso de su generación,0
"El Presidente exhibe una pieza arqueológica hallada en Tenosique, Tabasco
 url url",0
"🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 Liga 🇪🇸
🏆🏆🏆🏆🏆🏆🏆 Copa del Rey
🏆🏆🏆🏆🏆🏆🏆🏆 Supercopa 🇪🇸
🏆🏆🏆🏆Champions
🏆🏆🏆Supercopa de Europa
🏆🏆🏆Mundiales de Clubes
🏆Mundial Sub 20
🥇Olímpicos
🏆Copa América
⚽️⚽️⚽️⚽️⚽️⚽️Balón de Oro
⚽️⚽️⚽️⚽️⚽️⚽️Bota de Oro
LA RUTINA DE LO EXTRAORDINARIO url",0
Hoy por fin la moneda cayó de su lado. url,0
Cualquier persona que presida el PP después  de Casado será un lumbreras en comparación con este señor...,0
En 3 horas entro a laburar 🙃,0
¡Tendrán que pasar por encima de nuestros cadáveres si quieren derrocar a la Revolución!: Lo dijo mi presidente Diaz-Canel. Y yo le sigo!!,1
"Estoy haciendo un arroz oriental 🇰🇷🇯🇵🎌y está mezcla de vegetales con cerdo, pollo, chorizo y salsas orientales desprende un olor uffff feliz domingo url",0
"@user Creo q no es justo decir eso, cuando los periodistas q plantearon el debate como una conversa, buscaron sacar de contextos a Jadue. Faltó profesionalismo periodístico frente al contrato fiduciario q se estableció al inicio. La exigencia es pa to2.
debate a prue bo dignidad",0
"¿Lo leíste? 🕶️La denuncia interpuesta por partidos de oposición contra Pío López Obrador, hermano de AMLO, por recibir recursos presuntamente ilícitos para Morena, se encuentra estancada desde hace casi un año.
url",0
No puedo con la gente falsa,1
"@user Cambia de mood que ya me he pillado un bañador nuevo para lucirlo junto a ti, querida!!",0
"Que hermosa locura !!! Esto es increíble , Gracias dios !!! SOMOS CAMPEONES LA CONCHA DE SU MADRE !!!!!! Vamossss carajooooo url",0
"En ocasiones me preguntó con sinceridad y algo de ingenuidad: ¿Que tendrán en la cabeza y en los corazones, tipos de la calaña del los dictadores de cuba, nicaragua o venezuela y esa claque, que prefieren sangre, represión o guerra para mantener sus privilegios cochinos? url",0
yo me meo al min 2🤣,0
"Se están enviando nuevos turnos para la vacunación.   
   
Revisá tu mail, la página o la aplicación.  
 
buenos aires vacu nate ❤️💉❤️ url",0
"Se llamaba Leire y tenía 5 años. La mató un legionario cuanto pasaba por un paso de cebra en Roquetas de Mar.
El hombre excedía la velocidad máxima, llevaba un cubata en el salpicadero y tenía  los ojos enrojecidos de los 0,98 mg/l de alcohol en sangre.
Le han dejado libre. url",0
"Jadue vuelve a corregir a Mónica Pérez sobre el ministerio de comunicaciones que ""inventó"" la periodista. 💪
debate a prue bo dignidad
voy con ja due url",0
"Por una vez estoy de acuerdo con la izquierda demagógica y las patéticas feministas.
Los asesinos de Samuel en la Coruña son unos hijos de put. Por cierto ni uno de derechas.
RT si está usted de acuerdo.
🇪🇸🇪🇸",0
@user Que rico se ve eso,0
Tumbaron la internet en San Antonio pero ya estamos en las calles!!! A las calles!!!! cuba,1
¿Alguien salió a explicar el por qué de un OSO POLAR en el festejo de una Copa América en el Obelisco o vamos a hacer de cuenta que no lo vimos y continuamos con la construcción del estado-nación como si nada?,0
"Se ha hablado mucho de los primeros 100.000€ de cartera. En mi caso, aunque se consiguieron en 6 años, un conjunto de malas inversiones y excesivo apalancamiento llevaron a reducir su valor al 40%; siendo necesarios 8 años más para superar consistentemente dicho importe…",0
@user @user Leíste un hilo anti @user  usando una farsa,0
"@user La derecha quiere separarlos? 🤡🤡
O son los CAVIARES los que quieren meterte preso????",0
"Buen día? Claro que sí, Messi está feliz. ¿Cómo no va a ser un buen día, CAMPEÓN DE AMÉRICA? 🇦🇷❤️",0
Quiero MAMAR CULO url,0
"Como será la vaina, que hasta Pepe Mujica está en contra de la constituyente chilena, el mismo dice que ése relajó será peor que en Venezuela.

Y LO DICE UN PANITA DE CHÁVEZ...!!",0
"@user @user pues obras son amores. Menudo palabrería y erradica el ICETAZO YA!! Y HAZ LO QUE DICTA REALMENTE ERUOPA!!!! 

Sino , serás otra pamplinas más
fijezayaees constitucional",0
"Ahí la tienes @user dedicada exclusivamente para ti y todos los Madridistas. Una vez más darte las gracias por todo, no sé que haríamos sin ti de verdad, sigue así, no cambies nunca. @user lapre potencia sep aga ga fe re tratado buenos dias url",0
"11jul cuba protest as
 Cientos de personas salen a la calle en Cuba exigiendo libertad. 

Desde el Maleconazo, que tuvo lugar en La Habana en 1994, no se veía en Cuba una manifestación de tal magnitud.

url - @user",1
Algún día volveré a la isla de Margarita. Comeré empanadas en Santa Ana. Caminaré por la Galera en la tarde. Miraré la soledad del mar en Macanao. Me sentaré en la iglesia de la Asunción para escuchar el silencio mientras leo un poema de @user,0
Y hoy vamos con él. Forza Italia!!! url,0
"Por hay de junio me enamore de nuevo de los besos y la compañia de Osi, y no, no existe nadie más, ni amigo, ni compañero de trabajo, ni nadie. Son los de Osi, si o si. Yyyyyy ya quiero que sea agosto para que regrese ⚓🐻❤️",0
@user @user Bueno una cosa es eso que es aceptable. No puede gustar a todo el mundo y otra las tonterias que estoy leyendo estos días. Que hasta la tuve con un energúmenos hace días que decía que se empalmaba con Scarlett 😒,0
"@user @user @user Eres un pendejazo @user , neta.",0
"*""ESTOS SON MIS PRINCIPIOS Y SI NO LES GUSTAN... TENGO OTROS""* María Eugenia Vidal, Gobernadora de la Provincia de Buenos Aires 2015 - 2019 url",0
Goooool de Inglaterra 🏴󠁧󠁢󠁥󠁮󠁧󠁿 al minuto dos pinches italianos comepasta cománse mi verga inglesa,0
"@user Yo creo que si, a él le gusta mucho su jardín, seguramente lo va a cuidar un montón.",0
"👉 antes de find e legisla tura se cumplan los compromisos con valde be bas.
👉 octavo: Que @user y @user ejecuten la inversión de 2.396.694,21 € destinada a los enlaces de valde be bas con la M-12 y la Radial 2.
👉 ¿Nos ayudas @user?
url",0
"@user Deben crearse exasperantemente las bolsas de empleo de especialistas, así como la categoría por especialidades enfermeras. No puede ser que se invierta un dinero público, en detrimento de ofrecer unos cuidados especializados a las persona/familia/comunidad.
reconocimiento eir",0
Hoy es un buen día para recordar este meme. euro2020 url,0
Seguimos viviendo en un país de Neanderthales 🙄,0
"10jul|| AJ @user quiero reconocerle esta extraordinaria labor de 4 años de construcción del nuevo concepto estratégico operacional, de la nueva doctrina bolivariana fundada por el comandante Hugo Chávez, manifestó el Pdte. @user
somos territorio de paz url",0
"Lo último: Cubanos salen a las calles en el municipio de San Antonio de los Baños, a protestar: y gritan ""no tenemos miedo"". url",1
"Quieren fotitos y videos mas atrevidos, ir a una orgia con nosotros, den RT para animarme vale 💋💋💋 url",0
"ayer, mi novio y yo íbamos cada uno con su coche. en un semáforo en rojo se bajó del suyo para darme un beso por la ventanilla, sin darnos cuenta de que la policía justo estaba pasando por el carril contrario. nos aplaudieron y nos sonrieron ❤",0
"@user Argentina estara una semana de vacaciones,por fin ganó algo Messi Cona las mayores,hasta el árbitro quería q Messi ganara la copa,esa selección argentina en el mundial no llega a 4 de finales",0
"📍Ezeiza
🏆 La Copa ya está en casa 🇦🇷 url",0
¿Qué pretende este tipejo que se autodefine como defensor de los pac0s al dar una dirección del joven asesinado? url,0
"servicio pbl ico  Ender Atilio Maldonado, diagnosticado con covid-19 en Mérida, necesita apoyo económico para medicinas y oxígeno. Se agradece a las personas o instituciones que puedan colaborar, comunicarse al siguiente número de teléfono 0412-5144175 url",0
Con Benzema nunca sabemos de sus renovaciones. Uno de mis jugadores favorito de siempre.,0
"Cada día estoy mas convencido de que la relación mas linda, la tenemos que hacer con uno mismo, la gente cada vez vale menos la pena",0
"Cerramos un hermoso mes histórico. Cargado de fútbol, emociones y sentimientos. 

El deporte más lindo que existe ha coronado a sus campeones, pero más allá de ello, ha demostrado qué es más que 22 corriendo detrás del esférico. 

""No llores porque acabó, sonríe porque sucedió""",0
"TODOS MERECEMOS UNA RELACIÓN ASÍ 😍

Messi llegó a Argentina y Antonella corrió a abrazarlo, le dio un beso y felicitó al campeón. 🇦🇷

LINDO MOMENTO 💙 url",0
El pueblo enfrentado a piedras con avispas negras url url,1
"Al parecer, en Santiago de Cuba, la PROPIA POLICIA se acaba de unir a las protestas junto al pueblo cubano. HISTÓRICO. Lo vamos a lograr. so scuba 🇨🇺",1
@user @user JAJAJAJAJJA que fan ni te mencionamos,0
@user @user @user @user @user @user @user Que no hay indemnización para nadie!!!! Solo para los nuevos nombramientos,0
Vean el hilo del pana,0
"Otros como Gibraltar tampoco lo son y les aceptan. Más bien es miedo a la reacción de España. No tienen vergüenza! 
GORA GURE EUSKAL SELEKZIOA!",0
veni q te cruzo la piernita encima y dormimos,0
"Como “se lo quiero dedicar” a este mamerto que no puede correr ni al bondi? Nunca no se están afanado lo que no es de ellos estos kershneristas, sobretodo si es un logro! Mamita 🙄",0
Hay gente que esta muy roto ¿Cuál es el problema que Messi se junte con Antonella y familia para festejar? Le dicen pollerudo. ¿Qué hacen ustedes para festejar? Una orgía con travestis? Pelotudos.,0
"nac in | Las denuncias por escasez de medicamentos en México fueron retomados por Telemundo, en un reportaje en el que retrata con crudeza el sufrimiento de algunos pacientes con VIH/Sida o con cáncer. ep url",0
No es mapuche es terrorista no ofendan a los mapuches,0
A quien se le ocurre nombrar los ministros a dedo en vez de comprobar sus dotes para el ladrocinio como hizo Aznar.,0
"La izquierda ha mandado un mensaje: Podrá haber cambio de poder, pero siempre bajo su Régimen. Casado acepta ese rol, es lo que aprendió, es lo que sabe hacer. Sólo con VOX habrá un cambio de rumbo, y eso lo sabemos todos.",0
"En realidad no quiero estudiar filosofía, fue un chiste que llegó muy lejos",0
"&lt;.La Ministro Carmen Melendez dice:""Vamos a lograr la liberación de nuestro pueblo"".Es decir,admite que estamos en manos del hamponato organizado,la felicito por su coeficiente intelectual elevado.&gt;",0
"🌞SORTEAZO DE VERANO🌞

Participa y gana 100€ para lo que quieras de Eneba 🥵🏖️

Participa aquí: url url",0
"¡Ay, Cuba, cuánto me gustaría que alcanzaras la Libertad!",1
Alguien me explica que hago despierta a esta hora 🙄,0
"Paseando x madrid

🟣 Mujeres Árbol, mural memoria y reparación dedicado a las mujeres q han enfrentado a violencia machista. Elaboración fruto proceso participativo con mujeres sobrevivientes. @user enero-junio 2019 C/ Humilladero

👩‍🎤Artista @user (@user) url",0
"@user por esto te bajan la cuenta, pelotudo",0
"Oigan mi best ami busca un apto estudio bueno, bonito y barato. Por chapi, parkway y zonas aledañas. Presupuesto $900,000 con admin. 

Compartan link si conocen
RT si no conocen

Que gracias ❤️",0
"Por qué quienes intentan desacreditar a cuba en relación con el manejo de la situación epidemiológica hoy, no luchan todos los días junto a nuestro pueblo contra las sanciones genocidas de EE.UU. que afectan a todos los cubanos?

aqu nose rinde nadie 🇨🇺 matanzas no esta sola url",1
Frota tu verga aquí papi 😈 url,0
Esta bien que estén contentos por el gane pero o sea pues... 💤,0
"Un presidente que te dice que la libertad no es un acto individual y una opositora que te dice que te quedes para mantener a los planeros.
Necesitás más motivos para irte del país?
jaque mate plp",0
"Al combate compatriotas, las calles de Cuba son de los buenos. Abajo los apátridas. VIVA CUBA LIBRE CATAJOOOO",1
No es el presidente más atacado sino el más ATASCADO…,0
"Suerte a @user como Ministra de Política Territorial, con la que he rivalizado en campañas en ciudad real. Espero un criterio alejado de la idea de Sánchez de la ruptura de España y a favor de los independentistas, penalizando al resto de España, también a nuestra tierra.",0
@user @user Finoli esa roja atorrante que habla como hueca,0
@user Dime en qué tengo que trabajar para tener y pagar casi $11.000 dólares de un solo golpe en Venezuela.,0
"El debate a veces también es un guerra

Yo no discuto con quien va a una sin armas

Por eso no les contesto nenes ❌🤷🏻‍♀️
. url",0
Me estoy alejando poco a poco y él ni cuenta se da.,1
"Hoy, en cada rincón del país, tiene que estar sonando Live si life, vos estuviste ahí Diego 😭🇦🇷🏆🥇",0
@user @user Ahora podra usarlo para apuntar cosas,0
¿Te cachaste a un profesor de la UCV? ¿Le metiste pinga a un alférez cuando estuviste en la Marina? ¿Tiraste en un bus interprovincial? El piurano responde preguntas arrechas en video aquí: url 🔥🔞🇵🇪🍆 cho los power ptc only fans boy url,0
"11 H sin internet por que ? Tienen miedo ? 

so scuba",1
"Cravo Norte, Departamento de Arauca, 4 campesinos asesinados.
Gracias a la ineptitud del señor Duque de sus Ministros, Colombia completa 191 masacres, con  176 asesinatos.",0
"Con un dosis, la cobertura está por encima del 85%. El gremio docente pide que se avance en completar esquemas y que se analice la cantidad de casos antes del regreso a las aulas.

▶ url url",0
@user d quién andas enamorada,0
"Imagina que tu pareja no reciba atención oncológica siendo paciente de cáncer y que si la recibe, debe desnudarse frente a policías y militares que le han empuñado en la sien sus armas para amedrentarlo, que han irrumpido en su habitación en medio de la madrugada free aiex saab ▶️",0
"URGENTE. Ahora mismo, hay protestas simultáneas en más de 5 CIUDADES en Cuba. La dictadura está cortando el internet en algunas partes de la isla. La gente se lanzó a las calles a protestar. so scuba 🇨🇺",1
"amigo estoy re en pedo maaal, alguna bebeta suelta por ahi ?? hoy quiero mojar la chauchita asheeee",0
"urgente  ahora La gente de matanzas en cuba en las calles en protesta! El régimen comunista de la isla cada vez más expuesto y acorralado, aquí ya no queda más espacio para la propaganda, ni para la mentira, ni la complicidad. Hoy todos decimos so scuba ¡¡Libertad para Cuba!! url",1
@user @user @user @user Cuando gane un título @user mejor no cuando gane un derbi o estemos luchando para bajar a segundajsjajakakaja,0
"Sabemos que en La Habana, los revolucionarios están enfrentando estas situaciones. Tenemos una respuesta revolucionaria. Todos los revolucionarios del país deben salir a la calle a enfrentar estas provocaciones. Estamos en las calles, dice en vivo el Pdte. @user url",1
"Minutos más tarde, los agentes se llevaron a las compañeras detenidas dentro de un furgón policial. Ante esta situación, un grupo de manifestantes empezamos a protestar al grito de ""devuelvan, devuelvan, a las compañeras"". url",0
Y ME FALTÓ EL DE LIONEL NOMAS PERO YA NO IMPORTA 💙😭💪🏽🏆,0
España pues una puta rata de mierda del rise of kingdoms me tiro por la ventana me llevan unas noches que no tengo ninguna nueva pero seguirá creciendo la familia ishikawa.,0
"Hay exiliados cubanos en Miami que quieren hacer todo lo posible para ir a ayudar a su pueblo en la isla. Algunos, incluso, están dispuestos a llegar a las costas cubanas en lanchas. Son más de 60 años de sufrimiento y hoy se está haciendo historia. so scuba 🇨🇺",1
"Vaya pinga de mentira, Castristas🤮🤮🤮",1
A mi no me tires caña teniendo pareja que te juro que me chivo,0
@user Oye si tienes botas o catálogo de más calzado te lo agradezco.,0
me tienen harta queriendome hacer sentir mal x apoyar a italia no m banco a nadie,0
Ojito con hacerme reír que me enamoro,0
"""Le pido por favor que no ponga palabras en mi boca y no tergiverse nuestro programa""
Daniel Jadue Presidente del Pueblo.
voy con ja due debate a prue bo dignidad",0
"Si me preguntan, yo no quiero que vuelva Mejía. ✌🏽",0
"Accidente de tránsito entre un MB 33A y un pick up en diagonal Universitaria y autopista Norte en S.S dejando.

@user atendió a 2 lesionados leves. url",0
🔔 “La pereza viaja tan despacio que la pobreza no tarda en alcanzarla.” - Benjamin Franklin,0
"Primeros pasos de un bebé elefante. 
 url",0
"Quieren imponer a Vielma Mora en carabobo como aceptar una plaga de esta que fue derrotado por una adeca debio ser votado de la revolución, pero no tienen moral para hacerlo Diosdado fue derrotado en miranda y es el manda más carajo que familia el psuv revocatorio2022",0
"Conoce las bases para la convocatoria de cómic, historieta y novela gráfica en lenguas indígenas url",0
Me temo que con el asesinato de Samuel va a pasar lo mismo que con los sobres con balas. En cuanto ya no le pueden sacar jugo políticamente lo dejan en el olvido. Y más ahora que se sabe que uno de los detenidos es de extrema izquierda radical y había una mujer en el ajo.,0
"Nadie
Absolutamente nadie
El dibu siendo dibu papá url",0
LO PATEABA ???? CALMATE FLACO TE LO COGISTE 83747 VECES QE ME LO PATEAS url,0
la bajona de domingo,0
"Si no te van a  tratar así... ✨
Entonces ahí no es Reina! 
Me encantas demasiado mi ♓ hermoso 🥰💕 url",0
“te voy a hacer lo que nunca te han hecho” en serio? me vas a hacer sentir seguro y me vas a dar estabilidad emocional? adelante,0
Aquí está la prueba de por qué el régimen cubano mantiene al pueblo sumido en la miseria: para mantener a un ejército gigante que usar en caso de protestas. Las Tropas Especiales llegando a San Antonio de los Baños ahora so scuba 11jcuba url,1
ojalá vayan a penales ahre,1
"🔴☣️ Pese al alza de contagios de covid19, en Monterrey la ciudadanía abarrota las calles, incluso hay personas y niños incluso sin cubrebocas. 

url",0
"Despejes, intercepciones, coberturas, fantástico por aire, tuvo el 96% efectividad en sus entregas (110 de 115) y, cuando había que frenar ataques rivales, no dudó en activar el modo 'el jugador o el balón, pero nunca los dos'. Qué final se mandó Giorgio Chiellini. IMPERIAL. url",0
"@user Libertad en Cuba!!... ya NO MÁS cadenas del Maldito CASTRISMO: homicida, ladrón y Esclavizador!!.. 😼😎🦾 url",1
Necesitamos vuestra atención al estallido social en cuba @user @user @user @user @user @user @user @user @user @user @user @user url,0
Hay boludos en esta red que creen que la resistencia cubana a la dictadura es una conspiración de EEUU. Igual de boludos que los que creen que los levantamientos en Chile y Colombia son organizados por el Foro de San Pablo,0
"Si a estas alturas aun no entiendes que para que un grupo de fachas te maten les basta solo con que parezcas gay, eres un manipulador o un estúpido. O ambas.",0
Manifestantes en Cuba enfrentaron la represión de las fuerzas del régimen de Miguel Díaz-Canel url url,0
"Ahora mismo en San Antonio el pueblo está para la calle, vamos todos es el momento señores vamos vamos esto ahora cuba es una dicta dura so scuba url",1
"Mira @user el pueblo cubano despertó, se quiere escapar de las garras del comunismo criminal. Seguimos.",1
"Yo creo que al gobierno y al mundo les quedó claro que el pueblo de cuba se respeta.
so scuba",1
"@user @user ¿No me digas que ya han dicho el colegio donde estudia el hijo de la Ministra de Educación?. 
Tremendo!!",0
"🇨🇺|Cuba: los patriotas salieron a la calle y el gobierno comunista cortó internet.
➡️Los cubanos le perdieron  el miedo a los sucesores de Fidel Castro exigen libertad.
➡️La batalla contra el socialismo del Siglo XXI sigue avanzando... url",1
¿Qué consideraciones le merecen a @user las protestas por la libertad en Cuba?,0
